"","X","chunkNo","seed","reps","n_bar","J","alpha","type","p","s","default","cov_x","scale","base_mean_x","sigma_x","mean_r","sigma_r","snr","mean_noise","sigma_noise","mean_adj_r_squared","mean_agreement","mean_y_rmse_fixed","mean_beta_rmse_fixed","mean_sensitivity_fixed","mean_specificity_fixed","mean_precision_fixed","mean_recall_fixed","mean_F1_fixed","mean_y_rmse_mixed","mean_beta_rmse_mixed","mean_sensitivity_mixed","mean_specificity_mixed","mean_precision_mixed","mean_recall_mixed","mean_F1_mixed","sd_adj_r_squared","sd_agreement","sd_y_rmse_fixed","sd_beta_rmse_fixed","sd_sensitivity_fixed","sd_specificity_fixed","sd_precision_fixed","sd_recall_fixed","sd_F1_fixed","sd_y_rmse_mixed","sd_beta_rmse_mixed","sd_sensitivity_mixed","sd_specificity_mixed","sd_precision_mixed","sd_recall_mixed","sd_F1_mixed"
"127",1,14,1181,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.180006573854761,0.533333333333333,18.4900381988718,2.87391786851208,0.925,0.675,0.634980158730159,0.925,0.735366022866023,18.1533987444424,2.54532229865659,0.975,0.1,0.359393939393939,0.975,0.521904761904762,0.0378313256214611,0.171849247140306,0.97185204467504,0.259172366712574,0.117540586495407,0.21989830185314,0.191069906067529,0.117540586495407,0.132787217450468,0.882703980500898,0.222298321736898,0.0769483764063866,0.17013926184468,0.0783597742263799,0.0769483764063866,0.0775935963931131
"128",1,14,1231,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.369746101730749,0.6625,11.8559751641597,0.577010406964847,0.6625,NA,1,0.6625,0.784616228434374,11.6388438045857,0.722869402989723,0.991666666666667,NA,1,0.991666666666667,0.995652173913044,0.0571101157336018,0.165511346583711,3.44454934201189,0.17741540412728,0.172008686711147,NA,0,0.172008686711147,0.126928498085036,3.41744932898921,0.250817255833729,0.0256494588021289,NA,0,0.0256494588021289,0.0133823263315455
"129",1,14,1281,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,1,0,1,0.40362830858444,0.75,9.46851196568848,0.415914324407283,0.95,0.35,0.425193001443001,0.95,0.585626040626041,9.31596199246761,0.482107396769191,1,0.025,0.34,1,0.507142857142857,0.052231453943796,0.101162829777814,2.5236017553307,0.129437776607511,0.130787090945149,0.125656172487509,0.0654122418106244,0.130787090945149,0.0808669577478081,2.51260284976779,0.152443060037895,0,0.0769483764063866,0.0205195670417031,0,0.0219852504018248
"130",1,14,1331,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,1,0,1,0.400917679974428,0.683333333333333,10.3718622249178,0.468190328732946,0.8875,0.41875,0.43992784992785,0.8875,0.582008824508825,10.1639039377996,0.548150205327833,1,0.025,0.339393939393939,1,0.506666666666667,0.0451411526163761,0.165787153051613,3.13020340202928,0.144764215911608,0.206394486870474,0.195655948031232,0.111130311210052,0.206394486870474,0.133302434499359,3.07222912192881,0.194271049350062,0,0.0512989176042577,0.0124361012373958,0,0.0136797113611354
"131",1,14,1381,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,1,0,1,0.433389043861095,0.75,34.2686668672427,2.49154601940464,0.875,0.31875,0.398513708513708,0.875,0.542713952713953,33.8100044138771,2.5950036087609,1,0.01875,0.337878787878788,1,0.505,0.042843782598211,0.135184517608969,8.11432825498455,0.452168516297352,0.128247294010644,0.183510181848597,0.0560938166327152,0.128247294010644,0.0555089313990835,8.00586781263011,0.501834774576023,0,0.0457934435665654,0.0111014408646219,0,0.0122115849510841
"132",1,14,1431,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,1,0,1,0.173790821146547,0.595833333333333,16.6203299059173,2.96949893752734,0.9375,0.58125,0.578531746031746,0.9375,0.694488566988567,16.3270266215062,2.7447174416206,0.95,0.08125,0.343686868686869,0.95,0.502051282051282,0.0392524707748652,0.216759426837236,0.783506055018895,0.252483135640714,0.11106541457983,0.25415947645855,0.18609580925814,0.11106541457983,0.123119591905431,0.757901700690304,0.350995994060378,0.130787090945149,0.142088510221066,0.0503046262415796,0.130787090945149,0.0583437504601684
"133",1,14,1481,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,1,0,1,0.411160902520954,0.7125,9.26939167457701,0.46665543666575,0.729166666666667,NA,1,0.729166666666667,0.837138003110543,9.07674477128121,0.533899535474247,0.983333333333333,NA,1,0.983333333333333,0.99,0.0385693316567381,0.113022665014667,1.75528009457101,0.109131125980816,0.129311605156189,NA,0,0.129311605156189,0.0881514745167882,1.73847688204467,0.120161766203395,0.074535599249993,NA,0,0.074535599249993,0.0447213595499958
"134",1,14,281,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.133272159687286,0.541666666666667,21.7150721646441,0.675665766276105,0.6125,0.50625,0.382646103896104,0.6125,0.459880674880675,21.2761543082752,1.06208659398161,0.9875,0.00625,0.331818181818182,0.9875,0.496666666666667,0.0493995004827476,0.17832062587944,7.36279336513555,0.200931365654811,0.262515663693065,0.200636323258094,0.11195277298548,0.262515663693065,0.149636041255114,7.20622738540888,0.427892585221158,0.0559016994374947,0.0279508497187474,0.0154672056222437,0.0559016994374947,0.0239394948819869
"135",1,14,331,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.148359334599977,0.554166666666667,20.6650113608451,0.669209806455095,0.6125,0.54375,0.434940476190476,0.6125,0.49492784992785,20.2808384922475,1.07822183925429,0.925,0.08125,0.325027056277056,0.925,NA,0.02972107127633,0.189788663629062,6.11059929044377,0.166164941989073,0.206394486870474,0.219430333027664,0.197177797610152,0.206394486870474,0.172754704104702,6.04864960807203,0.346374209690106,0.23084512921916,0.18706088932695,0.0799525865687502,0.23084512921916,NA
"136",1,14,381,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.166933569480577,0.529166666666667,81.9259766511238,2.98343397761703,0.525,0.54375,0.370416666666667,0.525,NA,80.2879899209597,4.12594721076997,0.9625,0.06875,0.340909090909091,0.9625,0.503333333333333,0.0330143429359444,0.115580786156934,22.773511666733,0.991919058972401,0.197017231413103,0.147762923559827,0.140056227839669,0.197017231413103,NA,22.1917348014549,1.67705505464211,0.0915868871331308,0.063802223191755,0.03242193197808,0.0915868871331308,0.0470162345981627
"137",1,14,431,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.0753382998601996,0.595833333333333,31.4877389147575,3.1178158045148,0.775,0.58125,0.514074675324675,0.775,0.597012987012987,30.8718666053215,2.83778971720274,0.9625,0.16875,0.38020202020202,0.9625,0.537887667887668,0.0306096857992843,0.193601976090635,1.18788762999683,0.410746995963314,0.197017231413103,0.219430333027664,0.137700943978895,0.197017231413103,0.108124505531248,1.16015398393338,0.43674185792992,0.122340121232398,0.219430333027664,0.106127874164184,0.122340121232398,0.0981790011265773
"138",1,14,481,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.145108550668254,0.595833333333333,21.0075188954822,0.666918262402725,0.55,NA,1,0.55,0.692683723374933,20.6290916164156,1.00580894176334,0.9375,NA,1,0.9375,0.962296650717703,0.0354492696690678,0.201011695566168,7.53556161923306,0.240215318522526,0.184168750484361,NA,0,0.184168750484361,0.151914633356485,7.39101401945504,0.421335080501836,0.134846132803888,NA,0,0.134846132803888,0.0824256249853186
"139",1,14,531,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.23650526821233,0.675,14.206458367221,0.602431096549081,0.7125,0.375,0.362750721500722,0.7125,NA,13.959685521877,0.759129274826532,0.975,0.05625,0.368181818181818,0.975,0.51,0.0532098108207589,0.123603308118261,3.83967742380843,0.190874522199054,0.259997469623314,0.172061800402921,0.125942150154102,0.259997469623314,NA,3.7902594690792,0.227401915458097,0.111803398874989,0.223882458587442,0.148868430106533,0.111803398874989,0.0376192062431223
"140",1,14,581,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.239927185831547,0.683333333333333,13.5975196804877,0.531392109226706,0.7625,0.40625,0.395721500721501,0.7625,0.516869796869797,13.3632382896648,0.72534268422721,0.9625,0.06875,0.346515151515151,0.9625,0.503888888888889,0.045309923480657,0.142040271037798,3.55329891116029,0.10803158606612,0.189788663629062,0.156414387210115,0.0875672020267551,0.189788663629062,0.108298777015441,3.51393022967485,0.219189584806431,0.122340121232398,0.19226403856758,0.0395136813456317,0.122340121232398,0.0270429110551468
"141",1,14,631,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.247401241234302,0.645833333333333,56.1449690853681,2.71673917245783,0.75,0.425,0.406780303030303,0.75,0.517571872571873,55.2399136415184,3.35094014155916,0.9875,0.025,0.336363636363636,0.9875,0.501666666666667,0.0433258747320738,0.150231303144333,19.5567742342338,0.913540941318827,0.181369062527503,0.187609617080396,0.0952632663859154,0.181369062527503,0.0942525204684595,18.8887980804328,1.44757093425233,0.0559016994374947,0.0512989176042577,0.0194158568338542,0.0559016994374947,0.0275192649160632
"142",1,14,681,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.113956412287006,0.554166666666667,23.6662156938017,3.07181707366717,0.7875,0.64375,0.610252525252525,0.7875,0.652277167277167,23.187972959727,2.74367218929678,0.975,0.15625,0.382927489177489,0.975,0.542474747474747,0.0331839696811329,0.225032486283738,1.24927730197768,0.327986057156946,0.1467857371531,0.309591730305711,0.215814478525607,0.1467857371531,0.110964315858544,1.34666780325085,0.332068215453001,0.0769483764063866,0.228967217832827,0.11215475597983,0.0769483764063866,0.0986186798822877
"143",1,14,731,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.247316293872272,0.583333333333333,16.0745786392671,0.571903628281815,0.5875,NA,1,0.5875,0.733389087692493,15.7620030263717,0.805443062934673,0.9875,NA,1,0.9875,0.993280632411067,0.0418503200521805,0.123898656945838,3.94479084716959,0.12485873145447,0.119315175527303,NA,0,0.119315175527303,0.0950385844377064,3.81205774757059,0.245583623916065,0.0407800404107994,NA,0,0.0407800404107994,0.0220666740420163
"144",1,14,781,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.297092942000227,0.695833333333333,10.9837804216002,0.507937785700879,0.8375,0.4,0.418658008658009,0.8375,0.553349983349983,10.7971580087493,0.612724008437586,1,0.025,0.33969696969697,1,0.506904761904762,0.0599165215818763,0.138588857218137,3.29370748093611,0.112226165201843,0.186289955092649,0.17013926184468,0.0984058360378733,0.186289955092649,0.11439654060143,3.28214508827645,0.167206582499336,0,0.0653935454725746,0.0169691273543042,0,0.0183112681720699
"145",1,14,831,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.32118427043372,0.666666666666667,13.4698900482632,0.578988270254112,0.7625,0.3875,0.387433261183261,0.7625,0.509996114996115,13.2528541963803,0.750955587773393,0.975,0.05625,0.353333333333333,0.975,0.507142857142857,0.0461471449018798,0.129664434202583,3.12812755832395,0.168941244457315,0.206394486870474,0.171583185288315,0.101717537874856,0.206394486870474,0.129571611148654,3.07694422564142,0.245429604801418,0.111803398874989,0.200636323258094,0.0752384124862446,0.111803398874989,0.0219852504018248
"146",1,14,881,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.318675196479938,0.675,43.543526098526,2.6622296294236,0.8125,0.39375,0.414107142857143,0.8125,0.542768897768898,42.8392759528518,3.01491769842924,0.9875,0.01875,0.334848484848485,0.9875,0.5,0.0587373698601694,0.134913877662622,15.03942880064,0.563922128431073,0.159666593414626,0.195655948031232,0.103768251879508,0.159666593414626,0.110280343080135,14.7714654092777,0.886392562547698,0.0559016994374947,0.0457934435665654,0.0183274339039182,0.0559016994374947,0.0264906471413009
"147",1,14,931,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.154569142075479,0.625,20.2244642318784,2.91527087116391,0.8375,0.625,0.620681818181818,0.8375,0.680782273282273,19.8851620338459,2.66721002665073,0.9375,0.15,0.388095238095238,0.9375,0.528701298701299,0.0347801003959662,0.227013408677325,1.15729036552381,0.247408820676878,0.122340121232398,0.329473263830235,0.244771690775292,0.122340121232398,0.155815572309573,1.01868207586001,0.351891676303645,0.11106541457983,0.279802561968633,0.158962467312603,0.11106541457983,0.0947201163001508
"148",1,14,981,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.306784969781746,0.658333333333333,13.6535703563809,0.577497289259893,0.65,NA,1,0.65,0.781902186295779,13.4131760052138,0.740712509160199,0.991666666666667,NA,1,0.991666666666667,0.995454545454545,0.0531044127877754,0.120610047780983,3.93044686469654,0.108785497985736,0.119697474409935,NA,0,0.119697474409935,0.0869864285938354,3.87689302207082,0.187091959732089,0.0372677996249965,NA,0,0.0372677996249965,0.0203278907045435
"149",1,15,1032,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.361009355810372,0.7125,11.6622154363115,0.541869873696843,0.8375,0.31875,0.385,0.8375,0.521943056943057,11.4849138597669,0.665568730031837,0.95,0.04375,0.316666666666667,0.95,NA,0.0449379065501706,0.17826937695587,4.51873191539751,0.144907869152433,0.218773494978855,0.183510181848597,0.0956560911127508,0.218773494978855,0.118010749644105,4.49424259894953,0.25264071285465,0.223606797749979,0.195655948031232,0.074535599249993,0.223606797749979,NA
"150",1,15,1082,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.339724368637748,0.7375,9.43510506451283,0.482456156431039,0.9,0.3375,0.406542207792208,0.9,0.556476856476857,9.25935164443066,0.577812899130754,0.9625,0.075,0.356098484848485,0.9625,0.510595238095238,0.0610638980179215,0.135925998958928,2.82104248699804,0.0999612947743431,0.205195670417031,0.157592913279086,0.0882871123221761,0.205195670417031,0.114719528170173,2.7569104279054,0.171792482171416,0.0915868871331308,0.208377188366623,0.0937554390025688,0.0915868871331308,0.059146548825573
"151",1,15,1132,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.399166745981243,0.633333333333333,38.5403765041288,2.2107546742083,0.775,0.425,0.407943722943723,0.775,0.529136419136419,38.0826048511281,2.37979075950051,1,0.025,0.339393939393939,1,0.506666666666667,0.0457069653172689,0.136261702110271,10.0444887835085,0.486207317984261,0.160180818879297,0.153896752812773,0.0688528128381121,0.160180818879297,0.0799041092300838,9.93034384454693,0.494727881413684,0,0.0512989176042577,0.0124361012373958,0,0.0136797113611354
"152",1,15,1182,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.187950512545422,0.533333333333333,18.0842291442196,2.84754962580624,0.8125,0.65,0.584015151515151,0.8125,0.651836219336219,17.7376532531877,2.5537738147286,0.9625,0.05,0.336515151515151,0.9625,0.498333333333333,0.0396685972478132,0.191942973987479,0.879072193656836,0.300920985438904,0.21267407730585,0.238553756492834,0.162587584258789,0.21267407730585,0.120658652955673,0.880985269760397,0.278841579091414,0.0915868871331308,0.0747803802020149,0.0301667589878726,0.0915868871331308,0.0433493043911003
"153",1,15,1232,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.35301193216112,0.725,10.0848549810241,0.477239376660234,0.720833333333333,NA,1,0.720833333333333,0.830494015788133,9.90136739462205,0.556899393833178,0.9875,NA,1,0.9875,0.993478260869565,0.0633490064913229,0.135454616814542,3.38523619354365,0.153220128088998,0.135925998958928,NA,0,0.135925998958928,0.0975753730797391,3.36814773759503,0.20586704810881,0.0305289623777103,NA,0,0.0305289623777103,0.0159281542840227
"154",1,15,1282,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,1,0,1,0.406636273241099,0.7375,10.0851517921188,0.462455891022188,0.9125,0.3375,0.417548701298701,0.9125,0.567523587523588,9.90605623050426,0.564941990813648,1,0.025,0.341666666666667,1,0.508333333333333,0.0534456992582667,0.143766684767796,2.83486850782973,0.10384698101473,0.167705098312484,0.199093339654386,0.0951489810563959,0.167705098312484,0.108144557335903,2.78584717396694,0.144487305553144,0,0.111803398874989,0.0372677996249965,0,0.0372677996249965
"155",1,15,1332,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,1,0,1,0.388162898134765,0.779166666666667,9.3464223472414,0.477418885486166,0.9,0.28125,0.390694444444444,0.9,0.541933066933067,9.16006399699276,0.523853180305104,1,0,0.333333333333333,1,0.5,0.0576510705363433,0.130437298687488,2.88101634242622,0.0971823859117666,0.125656172487509,0.171463322762134,0.0631536610240762,0.125656172487509,0.0729962706147037,2.83041985486476,0.117428139199975,0,0,0,0,0
"156",1,15,1382,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,1,0,1,0.455637382273078,0.683333333333333,35.7786796066859,2.53160542947227,0.8875,0.41875,0.445503246753247,0.8875,0.587271062271062,35.2758741878667,2.7378210603469,0.9875,0.00625,0.331818181818182,0.9875,0.496666666666667,0.0580449804063962,0.134098680606302,9.40420597893231,0.498134627897695,0.12760444638351,0.18706088932695,0.0842749436126396,0.12760444638351,0.0829708733363791,9.2610956679932,0.588017656864834,0.0559016994374947,0.0279508497187474,0.0154672056222437,0.0559016994374947,0.0239394948819869
"157",1,15,1432,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,1,0,1,0.205465686814496,0.641666666666667,16.9550159447241,2.85087520814261,0.95,0.53125,0.5586056998557,0.95,0.68451825951826,16.6557448334842,2.59209836246999,0.975,0.06875,0.351212121212121,0.975,0.511666666666667,0.0599766727227849,0.181570471876101,1.03288944959374,0.36734780479197,0.102597835208515,0.303149585275375,0.191109615393556,0.102597835208515,0.14975368019743,1.00687102028748,0.287839125510676,0.0769483764063866,0.169533997522,0.0619773102797495,0.0769483764063866,0.0462323144627737
"158",1,15,1482,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,1,0,1,0.39341316702035,0.758333333333333,9.12720681305717,0.417358578968611,0.754166666666667,NA,1,0.754166666666667,0.853213666577511,8.94075740796877,0.486445954214198,0.9875,NA,1,0.9875,0.993478260869565,0.0506547689598725,0.13217700342313,3.3449707280041,0.117727268555549,0.133757548838729,NA,0,0.133757548838729,0.0919743645072104,3.31031065160293,0.127973961883449,0.0305289623777103,NA,0,0.0305289623777103,0.0159281542840227
"159",1,15,282,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.134745912195595,0.508333333333333,19.1104224301474,0.714960941724098,0.5625,0.56875,0.394781746031746,0.5625,NA,18.7587880706646,1.04340798214211,0.8875,0.13125,0.355497835497835,0.8875,NA,0.0401020275344824,0.179138614695028,5.6896861250042,0.20867478354777,0.31282877442023,0.169533997522,0.184008802195392,0.31282877442023,NA,5.63849259213808,0.431130062514743,0.286482754142466,0.261180896174119,0.170941216659686,0.286482754142466,NA
"160",1,15,332,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.141063431267905,0.5375,19.1196214514795,0.669064183883768,0.625,0.5375,0.410371572871573,0.625,0.483117715617716,18.7429400062005,1.00522055092416,0.9875,0.025,0.336931818181818,0.9875,0.501666666666667,0.0409962582237197,0.176207197946585,4.79360123657808,0.167222936458113,0.298019780339635,0.211121691024519,0.172566928058609,0.298019780339635,0.196733199902966,4.67833236429446,0.388041501135296,0.0559016994374947,0.0869815467423074,0.0112282606155464,0.0559016994374947,0.0074535599249993
"161",1,15,382,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.153969693043167,0.508333333333333,81.3611846221358,2.92996190477606,0.6125,0.59375,0.441309523809524,0.6125,0.501020923520924,79.8039012526164,4.02076523245248,1,0.05,0.345454545454545,1,0.513333333333333,0.0460649518272689,0.161995956920164,23.857218187342,0.778539108563539,0.206394486870474,0.189680305833401,0.121577811380506,0.206394486870474,0.131929812576023,23.514143718781,1.45916009838615,0,0.0628280862437543,0.0152310512106071,0,0.0167541563316678
"162",1,15,432,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.0735242998441912,0.558333333333333,31.3455944084851,3.13985371150332,0.8,0.6625,NA,0.8,NA,30.7680690394839,2.73035213109458,0.9625,0.14375,0.364305555555556,0.9625,0.525531135531136,0.0301746474746835,0.238936483766824,1.04433202355116,0.496435044767266,0.264077341143202,0.292729891664115,NA,0.264077341143202,NA,0.951052187062654,0.436821687149861,0.0915868871331308,0.153227342276281,0.0422312668689054,0.0915868871331308,0.0381141601506649
"163",1,15,482,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.128160253964549,0.529166666666667,19.8425635352859,0.577217416408182,0.545833333333333,NA,1,0.545833333333333,0.691080642783429,19.4433557100148,0.948709416323944,0.958333333333333,NA,1,0.958333333333333,0.964285714285714,0.0432356380523141,0.169439650972367,4.66884390942608,0.0997914651683792,0.174120597449412,NA,0,0.174120597449412,0.142925877165373,4.48543235950485,0.321008361584524,0.186338998124982,NA,0,0.186338998124982,0.159719141249985
"164",1,15,532,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.253984509602521,0.695833333333333,14.5234065388644,0.611328666595619,0.75,0.325,0.360827922077922,0.75,0.481899211899212,14.2448180075861,0.785160035475215,0.9625,0.0125,0.324431818181818,0.9625,0.485,0.0529576147161463,0.160579633557467,3.16084558609433,0.138929530552426,0.229415733870562,0.191942973987479,0.0981882515387477,0.229415733870562,0.126969482055752,3.09229395163041,0.234811646804313,0.167705098312484,0.0384741882031933,0.0474265703807204,0.167705098312484,0.0752966841452853
"165",1,15,582,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.243149257844371,0.620833333333333,16.612925726052,0.579438472362386,0.7375,0.41875,0.403154761904762,0.7375,0.512322954822955,16.3307965972413,0.830586643066061,0.9625,0.0625,0.366515151515152,0.9625,0.506428571428571,0.044163435530986,0.176207197946585,4.3542110949047,0.169116262775817,0.236128310347083,0.215650027151694,0.140292494374438,0.236128310347083,0.155418713774242,4.28319650988135,0.220640066159866,0.122340121232398,0.223974270138805,0.149464512254155,0.122340121232398,0.0417791178593291
"166",1,15,632,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.250736755394289,0.65,51.4638783482147,2.84372617887573,0.725,0.41875,0.388180014430014,0.725,0.499102564102564,50.6884612886393,3.31129298029677,0.925,0.03125,0.322727272727273,0.925,0.478333333333333,0.0496860465441002,0.136797113611354,18.5104217585502,0.652741680615836,0.25520889276702,0.199814881433054,0.13406883908405,0.25520889276702,0.164169248394886,18.1122635997406,1.03518763659958,0.117540586495407,0.0555327072899149,0.0358213148023824,0.117540586495407,0.0543703995835712
"167",1,15,682,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.104359332110468,0.5875,23.2204180409714,3.13942641688801,0.7875,0.5625,NA,0.7875,NA,22.8381482643764,2.80632431088528,0.9625,0.13125,0.36041847041847,0.9625,0.522620712620713,0.0416575482935538,0.239509427960303,1.08723996182898,0.443724112146587,0.272355707814151,0.333196243739489,NA,0.272355707814151,NA,1.15938879324239,0.374700544777742,0.0915868871331308,0.148871854114095,0.0468775298898731,0.0915868871331308,0.0545031439259502
"168",1,15,732,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.238747842662647,0.620833333333333,17.0702239942215,0.657314452689611,0.616666666666667,NA,1,0.616666666666667,0.748281369548027,16.7755262702844,0.889678649332089,0.995833333333333,NA,1,0.995833333333333,0.997826086956522,0.0443267046122847,0.176207197946585,5.04461380044846,0.238065628550208,0.18015587792486,NA,0,0.18015587792486,0.139541738587902,4.95577550015649,0.357495837220029,0.0186338998124983,NA,0,0.0186338998124983,0.00972203468478169
"169",1,15,782,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.311786533864392,0.658333333333333,13.0814931003544,0.540415450618555,0.8125,0.43125,0.43547619047619,0.8125,0.559361194361194,12.8323401607987,0.700466177924139,1,0.025,0.33969696969697,1,0.506904761904762,0.0520244890930337,0.159723811332039,4.58575313023625,0.165948089141413,0.179087599852845,0.223882458587442,0.137251440758244,0.179087599852845,0.140005001322826,4.49240336067862,0.244003245163562,0,0.0653935454725746,0.0169691273543042,0,0.0183112681720699
"170",1,15,832,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.293219053026703,0.6625,11.1415269795328,0.479962597461794,0.85,0.45625,0.441527777777778,0.85,0.578084693084693,10.975842093715,0.58884616217914,0.9625,0.11875,0.383181818181818,0.9625,0.526666666666667,0.0631867914633549,0.119315175527303,3.85438732685247,0.136932617629406,0.17013926184468,0.123510866771011,0.0776676537618078,0.17013926184468,0.0994030865740769,3.79561269574055,0.246667910706841,0.122340121232398,0.273485663051533,0.150845329624833,0.122340121232398,0.0809951236120537
"171",1,15,882,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.324402946610101,0.675,37.5844566819581,2.49749165474207,0.825,0.4125,0.421731601731602,0.825,0.554865134865135,37.0394290617846,2.65216003735462,1,0.05,0.345757575757576,1,0.513571428571429,0.0593145606940862,0.0971072837711132,10.5372548337181,0.617918438756061,0.164236671332947,0.172539087867374,0.104316064886773,0.164236671332947,0.119915482026254,10.3187964397128,0.750741236505398,0,0.0747803802020149,0.0190108699119821,0,0.0206283326029816
"172",1,15,932,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.156388006972542,0.583333333333333,20.0863539870345,2.93257461151044,0.8375,0.625,0.578003246753247,0.8375,0.664227716727717,19.6830447049695,2.67673297037798,0.9375,0.15,0.382792207792208,0.9375,0.526796536796537,0.0465175347555407,0.179342528949657,0.925472611640323,0.250494745229442,0.167705098312484,0.269013793424485,0.18516665961143,0.167705098312484,0.14758119282922,0.880800401024102,0.37529737699112,0.11106541457983,0.24868072957742,0.154022278747855,0.11106541457983,0.0978513144605647
"173",1,15,982,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.313195460827457,0.654166666666667,13.2207304348841,0.498584403526788,0.6375,NA,1,0.6375,0.770623081768593,13.0053854551044,0.647768232304223,0.983333333333333,NA,1,0.983333333333333,0.99,0.0473948997434576,0.15596099002429,4.74423394202644,0.174293805017628,0.133209920955369,NA,0,0.133209920955369,0.103852958688805,4.69479776636791,0.28146176952679,0.074535599249993,NA,0,0.074535599249993,0.0447213595499958
"174",1,16,1033,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.345039872021352,0.6875,9.6130927196171,0.437012773711457,0.925,0.4375,0.464478715728716,0.925,0.612694527694528,9.42322535318288,0.527039584027887,0.9875,0.025,0.336363636363636,0.9875,0.501410256410256,0.0536935777738479,0.134846132803888,3.54413562252867,0.159981291622305,0.164236671332947,0.18804744642048,0.122441428285652,0.164236671332947,0.12702823406883,3.48014034421884,0.221416037706504,0.0559016994374947,0.0653935454725746,0.00932707592804686,0.0559016994374947,0.013882468497689
"175",1,16,1083,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.368753239572531,0.7125,11.226344224795,0.492135260407931,0.875,0.4,0.430542929292929,0.875,0.573857808857809,11.0217020116895,0.59058316896229,1,0.04375,0.344949494949495,1,0.512435897435897,0.0599741291324794,0.106358518713472,3.86446671167389,0.148878472082498,0.128247294010644,0.17013926184468,0.0838379420699883,0.128247294010644,0.0938192116493397,3.79107366738979,0.220550753229139,0,0.0931449775463243,0.0264774674618522,0,0.0277820682523409
