"","X","chunkNo","seed","reps","n_bar","J","alpha","type","p","s","default","cov_x","scale","base_mean_x","sigma_x","mean_r","sigma_r","snr","mean_noise","sigma_noise","mean_adj_r_squared","mean_agreement","mean_y_rmse_fixed","mean_beta_rmse_fixed","mean_sensitivity_fixed","mean_specificity_fixed","mean_precision_fixed","mean_recall_fixed","mean_F1_fixed","mean_y_rmse_mixed","mean_beta_rmse_mixed","mean_sensitivity_mixed","mean_specificity_mixed","mean_precision_mixed","mean_recall_mixed","mean_F1_mixed","sd_adj_r_squared","sd_agreement","sd_y_rmse_fixed","sd_beta_rmse_fixed","sd_sensitivity_fixed","sd_specificity_fixed","sd_precision_fixed","sd_recall_fixed","sd_F1_fixed","sd_y_rmse_mixed","sd_beta_rmse_mixed","sd_sensitivity_mixed","sd_specificity_mixed","sd_precision_mixed","sd_recall_mixed","sd_F1_mixed"
"1023",1,47,1114,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.378180467641684,0.608333333333333,12.0253270559652,0.533662777730482,0.825,0.5,0.447718253968254,0.825,NA,11.8087381599885,0.656138771005204,1,0,0.333333333333333,1,0.5,0.0507951705166766,0.101523482721288,2.59675267265854,0.181518980560697,0.244680242464796,0.114707866935281,0.124800557961948,0.244680242464796,NA,2.55741468517539,0.220277332783902,0,0,0,0,0
"1024",1,47,1164,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.389914540908078,0.6375,39.3116646359247,2.33239926435662,0.8125,0.46875,0.444265873015873,0.8125,0.568504273504273,38.709462450907,2.52497685768512,0.9875,0.0125,0.333333333333333,0.9875,0.498333333333333,0.0552801400019195,0.12760444638351,8.79925719754492,0.403650470381737,0.179087599852845,0.176194233432133,0.107348921168308,0.179087599852845,0.118494533155867,8.74270183283332,0.518884660316699,0.0559016994374947,0.0384741882031933,0.017028832937849,0.0559016994374947,0.0253051551505416
"1025",1,47,1214,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.171705541243798,0.6125,17.8260416940823,2.90764727305443,0.875,0.6375,0.588856421356421,0.875,0.684022921522922,17.5162061692281,2.6703296025104,0.9125,0.125,0.373015873015873,0.9125,0.505081585081585,0.0323927375699253,0.202821832913601,1.10372140299121,0.227671161184245,0.172061800402921,0.236128310347083,0.163480477367599,0.172061800402921,0.126388428278097,1.10774709033013,0.363413204214383,0.167705098312484,0.25,0.161980231472064,0.167705098312484,0.0896082513201095
"1026",1,47,1264,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.35956083865956,0.691666666666667,11.5685732941988,0.487680093751787,0.7,NA,1,0.7,0.817183064613405,11.3800169763197,0.571163533709216,0.975,NA,1,0.975,0.983333333333333,0.0430892105564864,0.118160857749483,3.49028922199358,0.177741991580106,0.122115849510841,NA,0,0.122115849510841,0.0933265408249318,3.4621135610024,0.248673041392696,0.111803398874989,NA,0,0.111803398874989,0.074535599249993
"1027",1,47,1314,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,1,0,1,0.405751886393198,0.729166666666667,9.46311042821718,0.48546805541435,0.8375,0.35,0.39774531024531,0.8375,0.5350333000333,9.27814050689354,0.54897399369174,0.9875,0.04375,0.348181818181818,0.9875,0.51,0.0415923772698394,0.145284053289929,2.63777637381785,0.145044601394811,0.167705098312484,0.174905989786393,0.0801685293264868,0.167705098312484,0.0957163514493101,2.56898757750545,0.179559587540204,0.0559016994374947,0.168561054064598,0.0596568409236235,0.0559016994374947,0.0376192062431223
"1028",1,47,1364,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,1,0,1,0.414415469703042,0.754166666666667,10.8137469621956,0.481196063777635,0.9125,0.3125,0.404484126984127,0.9125,0.557730602730603,10.6119184761493,0.567681787612372,0.9875,0.05625,0.352222222222222,0.9875,0.514102564102564,0.052634694996156,0.119315175527303,2.68999337544898,0.118992040067447,0.1467857371531,0.159666593414626,0.0703412200958047,0.1467857371531,0.086131586348916,2.62267531933491,0.167305500570853,0.0559016994374947,0.183510181848597,0.0633789719628642,0.0559016994374947,0.0441967734949383
"1029",1,47,1414,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,1,0,1,0.451621217399352,0.7125,34.5609488546852,2.36944648963506,0.8625,0.36875,0.418234126984127,0.8625,0.558391608391608,33.9563907850197,2.47660935335724,1,0.00625,0.334848484848485,1,0.501666666666667,0.0431733046223784,0.139115312512457,8.18939527723932,0.469780819877581,0.151201329707325,0.200636323258094,0.0996213937046068,0.151201329707325,0.108968022063297,8.07152631746147,0.500592139981708,0,0.0279508497187474,0.00677596356818119,0,0.0074535599249993
"1030",1,47,1464,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,1,0,1,0.185418782347347,0.5625,17.0169762972591,2.95764831518801,0.875,0.59375,0.586462842712843,0.875,0.671599511599512,16.7362527713271,2.73420947279416,0.875,0.1125,0.344204545454545,0.875,0.480079365079365,0.0421397439773928,0.19284534602987,0.761802084252002,0.225725980743302,0.151744244666721,0.283525154365349,0.208138480538091,0.151744244666721,0.13271908582561,0.778055465618912,0.279563515868615,0.190221477563171,0.239585716998058,0.0878035738596317,0.190221477563171,0.0646869088427036
"1031",1,47,1514,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,1,0,1,0.399994288316449,0.720833333333333,8.86867177880067,0.458261715846311,0.7,NA,1,0.7,0.81773920968429,8.68567970578556,0.531843494355449,0.9625,NA,1,0.9625,0.975063938618926,0.0778531348896655,0.121741145192365,2.52660452367015,0.0929716117501017,0.122115849510841,NA,0,0.122115849510841,0.085103417671968,2.56194077887701,0.101201226130987,0.130996517966312,NA,0,0.130996517966312,0.0920225224727908
"1032",1,47,314,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.129252057127048,0.583333333333333,19.5412137646884,0.687720893512963,0.65,0.51875,0.412043650793651,0.65,0.497154234654235,19.1862929613942,0.969473144864884,0.9625,0.05,0.338030303030303,0.9625,0.496984126984127,0.0406223470128947,0.164459063677655,4.86670265077418,0.220628475685565,0.220644987539522,0.195655948031232,0.139650690042014,0.220644987539522,0.156035188235002,4.83243828422708,0.260213184649293,0.122340121232398,0.14281014264437,0.0191268237657612,0.122340121232398,0.0232025100623524
"1033",1,47,364,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.136177099957338,0.508333333333333,21.0236103285256,0.614769185764595,0.675,0.5875,0.457916666666667,0.675,0.538409090909091,20.670688973766,0.943790453210851,0.9125,0.09375,0.328030303030303,0.9125,NA,0.0372848340092116,0.11438879019221,9.10674469262466,0.143331836295419,0.183173774266262,0.135116908443645,0.116305688672428,0.183173774266262,0.12341112639493,8.94138449446047,0.32497606104028,0.272355707814151,0.249588477087258,0.0858894618779781,0.272355707814151,NA
"1034",1,47,414,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.135859026361774,0.508333333333333,87.5462224738065,2.92301317777182,0.6125,0.6125,0.480416666666667,0.6125,0.518690476190476,86.1118157431857,4.09838901010319,0.95,0.06875,0.337878787878788,0.95,0.498333333333333,0.0352416836639775,0.181167429266137,25.90442817569,0.725697167154029,0.236128310347083,0.262515663693065,0.207274061449347,0.236128310347083,0.191323733121928,25.1546113191598,1.12803461178596,0.102597835208515,0.063802223191755,0.0358213148023824,0.102597835208515,0.0523986071865247
"1035",1,47,464,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.0583744905523212,0.529166666666667,31.3079351633057,3.32006161149791,0.65,0.7125,NA,0.65,NA,30.6724665321608,2.82788101707828,0.9375,0.1875,0.382285353535354,0.9375,0.535370185370185,0.0313015035448756,0.256886155866803,1.42184148824149,0.537148935130758,0.296913951738281,0.278329131179541,NA,0.296913951738281,NA,1.39151349480164,0.260729506551153,0.137529901055045,0.234731089143569,0.118133939960953,0.137529901055045,0.11260217678769
