"","X","chunkNo","seed","reps","n_bar","J","alpha","type","p","s","default","cov_x","scale","base_mean_x","sigma_x","mean_r","sigma_r","mean_noise","sigma_noise","mean_adj_r_squared","mean_agreement","mean_y_rmse_fixed","mean_beta_rmse_fixed","mean_sensitivity_fixed","mean_specificity_fixed","mean_precision_fixed","mean_recall_fixed","mean_F1_fixed","mean_y_rmse_mixed","mean_beta_rmse_mixed","mean_sensitivity_mixed","mean_specificity_mixed","mean_precision_mixed","mean_recall_mixed","mean_F1_mixed","sd_adj_r_squared","sd_agreement","sd_y_rmse_fixed","sd_beta_rmse_fixed","sd_sensitivity_fixed","sd_specificity_fixed","sd_precision_fixed","sd_recall_fixed","sd_F1_fixed","sd_y_rmse_mixed","sd_beta_rmse_mixed","sd_sensitivity_mixed","sd_specificity_mixed","sd_precision_mixed","sd_recall_mixed","sd_F1_mixed"
"701",1,30,147,20,60,5,0,1,8,4,1,0.25,0,0,1,0,2,0,1,0.466224380479732,0.875,2.30896641361204,0.338980515455182,1,0.0875,0.526190476190476,1,0.688484848484848,1.79572348463847,0.325825883951924,0.9875,0.275,0.605119047619048,0.9875,0.739621212121212,0.077943170054023,0.167214013514985,0.342973583552453,0.0311570107716236,0,0.1467857371531,0.0456353746662968,0,0.0374324581442366,0.0774990949689549,0.0372856447697559,0.0559016994374947,0.34316637057663,0.146841421374856,0.0559016994374947,0.100584226491935
"702",1,30,197,20,80,5,0,1,8,4,1,0.25,0,0,1,0,2,0,1,0.419323395722329,0.81875,2.49173675318404,0.3459358563009,1,0.0875,0.53047619047619,1,0.690505050505051,1.80314844927994,0.320495189960528,1,0.35,0.634761904761905,1,0.767070707070707,0.0877969613691297,0.164611784127638,0.404686721443045,0.0363434299058953,0,0.203181925221812,0.0758828375616023,0,0.0576474366577648,0.0663695302931375,0.0263202306569631,0,0.328473342665893,0.155344767077338,0,0.105759883533679
"703",1,30,22197,20,80,5,0,3,8,4,1,0.25,1,0,1,0,2,0,1,0.917991739073874,0.99375,8.99815990507033,2.09348915023283,1,0,0.5,1,0.666666666666667,8.60249074754083,2.1673309320171,0.9875,0,0.496428571428571,0.9875,0.660606060606061,0.0343917947226874,0.0279508497187474,0.299757208107862,0.105103571956485,0,0,0,0,0,0.285342810025494,0.114465183669768,0.0559016994374947,0,0.0159719141249985,0.0559016994374947,0.0271038542727247
"704",1,30,22247,20,20,5,1,3,8,4,1,0.25,1,0,1,0,2,0,1,0.885269865557474,0.98125,8.80887527245622,2.15722364670588,0.9875,0.025,0.503571428571429,0.9875,0.666363636363636,8.23599550474908,2.27596119839175,1,0,0.5,1,0.666666666666667,0.0684685778808372,0.0611700606161991,1.03432066409554,0.248240661630317,0.0559016994374947,0.0769483764063866,0.0159719141249985,0.0559016994374947,0.0206674196685188,0.935397300737651,0.23647276646827,0,0,0,0,0
"705",1,30,22297,20,40,5,1,3,8,4,1,0.25,1,0,1,0,2,0,1,0.881729005960204,0.9875,9.06791994978656,2.22394924152541,0.9875,0.0125,0.5,0.9875,0.663636363636364,8.71986438094201,2.28928830940521,1,0,0.5,1,0.666666666666667,0.0701265784795978,0.0384741882031933,0.590030116393481,0.182878953657146,0.0559016994374947,0.0559016994374947,0.0231744887329661,0.0559016994374947,0.0309344112444873,0.503742272728519,0.169610007879076,0,0,0,0,0
"706",1,30,22347,20,60,5,1,3,8,4,1,0.25,1,0,1,0,2,0,1,0.873895153726792,1,9.04037710283339,2.16210969342437,1,0,0.5,1,0.666666666666667,8.62824433189623,2.24752592099625,1,0,0.5,1,0.666666666666667,0.0733981719970299,0,0.382464589537882,0.144189273287877,0,0,0,0,0,0.422894443970675,0.153224906947633,0,0,0,0,0
"707",1,30,22397,20,80,5,1,3,8,4,1,0.25,1,0,1,0,2,0,1,0.886039745347726,0.99375,9.12562282125707,2.13331903583472,1,0,0.5,1,0.666666666666667,8.73110801953085,2.22231322820658,1,0.0125,0.503571428571429,1,0.66969696969697,0.0742448753502346,0.0279508497187474,0.265219018784978,0.148144462348387,0,0,0,0,0,0.279197577841935,0.154278688177418,0,0.0559016994374947,0.0159719141249985,0,0.0135519271363624
"708",1,30,247,20,20,5,1,1,8,4,1,0.25,0,0,1,0,2,0,1,0.447626736687098,0.83125,2.44062935370455,0.385714573223577,1,0.325,0.618095238095238,1,0.757070707070707,1.70858281808649,0.336264934981728,0.9875,0.2,0.556190476190476,0.9875,0.70969696969697,0.124332403257338,0.123510866771011,0.720453606623104,0.0644293468277527,0,0.2935714743062,0.12989295766564,0,0.0910020789711541,0.116761810034894,0.0462278561016077,0.0559016994374947,0.153896752812773,0.0434407492929021,0.0559016994374947,0.0361450099827505
"709",1,30,297,20,40,5,1,1,8,4,1,0.25,0,0,1,0,2,0,1,0.44961940445845,0.875,2.38069410756564,0.35532224947303,1,0.1,0.530952380952381,1,0.692121212121212,1.78537626814322,0.33369845965874,0.9875,0.2625,0.594761904761905,0.9875,0.732150072150072,0.0844118096397204,0.162221421130763,0.438786567176321,0.050133406722771,0,0.17013926184468,0.0546773892883643,0,0.044301156096562,0.103517297557762,0.036626555637603,0.0559016994374947,0.286482754142466,0.126100833530987,0.0559016994374947,0.0699819698275156
"710",1,30,33347,20,60,5,1,4,16,4,1,0.25,1,0,1,0,2,0,1,0.440132989034581,0.5875,9.77544908438777,2.25205786646383,1,0.5625,0.483137973137973,1,0.63653597176817,9.57222567752445,2.12727357791986,0.9875,0.0333333333333333,0.254551282051282,0.9875,0.404582043343653,0.0420236118188653,0.192797958058634,0.34580691572181,0.11491338111537,0,0.267480938819159,0.161762500789908,0,0.145403764973394,0.338451385062479,0.136562459686492,0.0559016994374947,0.0628280862437543,0.01892228968223,0.0559016994374947,0.0270187807608475
"711",1,30,33397,20,80,5,1,4,16,4,1,0.25,1,0,1,0,2,0,1,0.43214807746018,0.59375,9.68926298569574,2.26701181790677,0.9875,0.516666666666667,0.442614052614053,0.9875,0.597528263789874,9.53855152735744,2.15899775060449,0.95,0.0291666666666667,0.245714285714286,0.95,0.390350877192983,0.0375383177520374,0.180801395837649,0.344429636622837,0.1317905304249,0.0559016994374947,0.242730568027537,0.132751308440209,0.0559016994374947,0.113840791257917,0.308556483690082,0.129961889224961,0.102597835208515,0.0407800404107994,0.0230272492266431,0.102597835208515,0.0373573434133008
